City	latitude	longitude
WENDELL	46.035516	46.035516
MALIBU	34.035591	34.035591
RISING SUN	38.9495047	38.9495047
DENVILLE	40.8922694	40.8922694
LA JARA	39.6717715	39.6717715
CLARION	42.7317899	42.7317899
REHOBOTH	41.8403786	41.8403786
LUGOFF	34.2273712	34.2273712
FREDERICKTOWN	37.5597754	37.5597754
OSKALOOSA	41.2951037	41.2951037
ATTLEBORO	41.9438129	41.9438129
CALIFORNIA CITY	35.125801	35.125801
SAN MARINO	43.9458623	43.9458623
HASLET	32.9616819	32.9616819
MOKENA	41.5261437	41.5261437
METROPOLIS	38.1260765	38.1260765
JEROME	42.702266	42.702266
RUCKERSVILLE	38.2331873	38.2331873
NEW CHURCH	52.0122886	52.0122886
JERSEYVILLE	39.1200471	39.1200471
CLEARLAKE	38.9582307	38.9582307
DOSWELL	37.8601402	37.8601402
THOUSAND PALMS	33.8217125	33.8217125
LIDGERWOOD	46.075516	46.075516
OSWEGO	41.6834778	41.6834778
BARRINGTON	42.1539141	42.1539141
WEST MIDDLESEX	41.174224	41.174224
FERNDALE	40.576241	40.576241
LYFORD	26.4122916	26.4122916
OWENSBORO	37.7742152	37.7742152
OLIVE BRANCH	34.9617605	34.9617605
ELLINGTON	52.3316115	52.3316115
WAYNESVILLE	35.4887476	35.4887476
TERRAL	44.8277093	44.8277093
FAIRLAND	39.0763735	39.0763735
BAY HARBOR ISLANDS	25.8875948	25.8875948
MYSTIC	40.7776709	40.7776709
LAKE ELMO	45.0021685	45.0021685
KEY BISCAYNE	25.6968351	25.6968351
REHOBOTH BEACH	38.7164771	38.7164771
WEST HILLS	40.8212755	40.8212755
ELIZABETHTOWN	37.693952	37.693952
MURRELLS INLET	33.5499183	33.5499183
IRONTON	46.4774631	46.4774631
WOODRIDGE	41.7563344	41.7563344
YOUNGSTOWN	41.1035786	41.1035786
ATCHISON	40.4144817	40.4144817
MANOR	30.3420882	30.3420882
WHEATLAND	46.4335302	46.4335302
WISCONSIN DELLS	43.6256168	43.6256168
WADESBORO	34.9681767	34.9681767
MORRISONVILLE	39.4200501	39.4200501
BEACON	41.504879	41.504879
OTTAWA	45.3969506	45.3969506
VICKSBURG	32.3528055	32.3528055
PURDY	36.8172863	36.8172863
KENSINGTON	51.4989948	51.4989948
CANTERBURY	51.2800275	51.2800275
FRIENDSWOOD	29.5293998	29.5293998
LINCOLNWOOD	42.0055985	42.0055985
CHICHESTER	50.84467705	50.84467705
PONTIAC	42.6389216	42.6389216
OBERLIN	41.2939386	41.2939386
HUNTINGDON	52.34244415	52.34244415
JUDSONIA	35.270085	35.270085
FISHERVILLE	38.1897906	38.1897906
ATKINS	41.9968696	41.9968696
FLOSSMOOR	41.5428123	41.5428123
CHADWICKS	43.0278475	43.0278475
PORT CHARLOTTE	26.98242	26.98242
TAMARAC	26.2128609	26.2128609
LAKE ZURICH	42.1969689	42.1969689
LAKE BUTLER	30.0227391	30.0227391
OLD BRIDGE	43.33726515	43.33726515
COCHRANVILLE	39.8917732	39.8917732
WEST SPRINGFIELD	42.105237	42.105237
COVINGTON	31.196549	31.196549
FAIRBURY	40.137225	40.137225
LOS RANCHOS	14.0096661	14.0096661
WEST BRIDGEWATER	42.0219112	42.0219112
IDA GROVE	42.3449751	42.3449751
MORELAND	-37.75434655	-37.75434655
DEWEY	45.1788983	45.1788983
SHOREWOOD	44.9007963	44.9007963
HOLT	40.0989571	40.0989571
MASSAPEQUA	40.6695725	40.6695725
REFUGIO	28.3171012	28.3171012
SHORELINE	47.7564667	47.7564667
WOODRUFF	35.1714574	35.1714574
RIO LINDA	38.6873975	38.6873975
DUCK CREEK VILLAGE	37.523591	37.523591
HOMOSASSA	28.782535	28.782535
COTTONTOWN	36.4514343	36.4514343
OZONE PARK	40.67677	40.67677
LAVONIA	34.4353309	34.4353309
ROOPVILLE	33.4564825	33.4564825
EAST LEROY	42.1661559	42.1661559
ASHVILLE	33.8369216	33.8369216
DELANCO	40.0506669	40.0506669
BOZRAH	41.5505962	41.5505962
BRIELLE	51.907479	51.907479
BOONVILLE	38.9751547	38.9751547
MAHNOMEN	47.3313602	47.3313602
NAUGATUCK	41.4860186	41.4860186
DOUBLE OAK	33.065122	33.065122
PERRYSBURG	41.5571178	41.5571178
BRYANS ROAD	38.62537235	38.62537235
GIRDWOOD	60.9632459	60.9632459
CONCORDIA	45.72169845	45.72169845
ROSELLE PARK	40.6645469	40.6645469
ZIMMERMAN	45.4432761	45.4432761
CITY OF WILKES BARRE	41.2573446	41.2573446
DISTRICT HEIGHTS	38.8622077	38.8622077
RLLNG HLS EST	nan	nan
LAND O LAKES	28.2144905	28.2144905
HILLIARD	40.033814	40.033814
WELLS	51.2098072	51.2098072
NORTH POTOMAC	39.09851825	39.09851825
WESLACO	26.1594305	26.1594305
THOMASTON	40.7862124	40.7862124
DICKERSON	39.220104	39.220104
WEST FALLS	41.4606332	41.4606332
MILLBROOK	44.1511443	44.1511443
FAITH	45.023182	45.023182
YPSILANTI	42.2410562	42.2410562
SCENERY HILL	40.0859056	40.0859056
MAMARONECK	40.927868	40.927868
MANDEVILLE	49.2206407	49.2206407
COACHELLA	33.68656595	33.68656595
UPPER LAKE	39.1646129	39.1646129
PEABODY	42.5278731	42.5278731
JEFFERSON VALLEY	33.9937246	33.9937246
WEST MIFFLIN	40.3634026	40.3634026
NOLANVILLE	31.0787888	31.0787888
COLFAX	41.5738643	41.5738643
DILLON	45.2141249	45.2141249
SOMERSWORTH	43.2625585	43.2625585
MARYLAND HEIGHTS	38.7150511	38.7150511
NORTH AUGUSTA	33.52085	33.52085
KEYSTONE	41.9988889	41.9988889
DAWSONVILLE	34.4212053	34.4212053
WOODS HOLE	41.5238393	41.5238393
ROLLING PRAIRIE	41.6745495	41.6745495
WINDER	33.9919085	33.9919085
DEARBORN HEIGHTS	42.3369816	42.3369816
ANGOLA	-11.8775768	-11.8775768
HAMDEN	42.1911969	42.1911969
THOMPSONS STATION	29.47773115	29.47773115
JESUP	42.4750516	42.4750516
SPRING GROVE	43.5610145	43.5610145
READYVILLE	35.8283389	35.8283389
OTTUMWA	41.0195659	41.0195659
NEW HAMPTON	43.059421	43.059421
CARRBORO	35.9099875	35.9099875
CHANNAHON	41.4294753	41.4294753
BRUSH PRAIRIE	45.732839	45.732839
AMERICAN FORK	40.3768064	40.3768064
EXCELSIOR	44.9032963	44.9032963
CHRISTMAS	46.4369236	46.4369236
GROVEPORT	39.8522449	39.8522449
DANIA	55.670249	55.670249
MAYSVILLE	38.6411854	38.6411854
WAUBUN	47.1807067	47.1807067
WEST ONEONTA	42.4723007	42.4723007
PERKIOMENVILLE	40.3242674	40.3242674
MABELVALE	34.6550928	34.6550928
HOBART	-42.8825088	-42.8825088
WEST	0.5090396	0.5090396
LAKE LURE	35.4278969	35.4278969
TREXLERTOWN	40.5481519	40.5481519
KIOWA	37.5529578	37.5529578
LEDGEWOOD	40.8812101	40.8812101
ACME	51.4976077	51.4976077
BON AQUA	35.953397	35.953397
MCCARRAN	36.0861034	36.0861034
STONEHAM	42.4802635	42.4802635
SOUTHPORT	53.6475988	53.6475988
FRENCHTOWN	40.5264167	40.5264167
ONEIDA	45.6879163	45.6879163
CHUGIAK	61.3736751	61.3736751
PIKEVILLE	37.4792672	37.4792672
SARDIS	38.48845005	38.48845005
JAYESS	31.3648962	31.3648962
CRETE	35.3084952	35.3084952
PINCONNING	43.86707355	43.86707355
PULASKI	37.2314232	37.2314232
FAR HILLS	40.684268	40.684268
OAK BLUFFS	41.4538523	41.4538523
MOUNT UNION	41.0574345	41.0574345
NEW HOLLAND	40.1847671	40.1847671
BLACKWOOD	39.799232	39.799232
CHICAGO HEIGHTS	41.5062834	41.5062834
PASCAGOULA	30.3646795	30.3646795
TURTLE CREEK	40.405926	40.405926
SCHLESWIG	54.51851	54.51851
ROCK HILL	34.9248667	34.9248667
RUSSELL SPRINGS	38.9122295	38.9122295
CAMDEN WYOMING	39.1111337	39.1111337
PAPILLION	41.1544433	41.1544433
GRAYSLAKE	42.3433518	42.3433518
BRADDOCK	46.5644311	46.5644311
MARGATE CITY	39.327894	39.327894
KAHOKA	40.4203184	40.4203184
MOXEE	46.5537388	46.5537388
PULLMAN	46.7304268	46.7304268
COWETA	35.9524768	35.9524768
BLUFFTON	46.4691278	46.4691278
TANEYTOWN	39.6578924	39.6578924
SUN CITY WEST	33.6657535	33.6657535
MCHENRY	42.3294391	42.3294391
PORT MURRAY	40.7856549	40.7856549
WHITESBURG	37.1184318	37.1184318
WINNEMUCCA	40.9724275	40.9724275
WEST WARWICK	41.7063679	41.7063679
ZIONSVILLE	39.950724	39.950724
LONDONDERRY	54.9978678	54.9978678
SEMINARY	36.8106501	36.8106501
MILTON	30.6324149	30.6324149
RINGOES	40.4289354	40.4289354
WADSWORTH	41.0256101	41.0256101
LYONS	41.811108	41.811108
GALAX	36.6612387	36.6612387
ETOWAH	34.0371404	34.0371404
ORTING	47.0978795	47.0978795
GOFFSTOWN	43.020445	43.020445
CENTER HARBOR	43.7120301	43.7120301
THREE RIVERS	28.4647614	28.4647614
LEHIGH ACRES	26.6040585	26.6040585
GREENBRIER	35.2339274	35.2339274
SULPHUR	30.2365943	30.2365943
TOWACO	40.9230477	40.9230477
BUCKNER	37.9831056	37.9831056
MONSEY	41.118048	41.118048
LAKE OZARK	38.1798796	38.1798796
MORAINE	39.7061702	39.7061702
COON RAPIDS	45.1728923	45.1728923
COOKEVILLE	36.1623886	36.1623886
DAWSON	32.7410762	32.7410762
ESSEX	51.77046785	51.77046785
MASHPEE	41.6484421	41.6484421
HARKER HEIGHTS	31.0746347	31.0746347
STEVENSVILLE	38.97776585	38.97776585
RANDOLPH	38.0472916	38.0472916
POTTSTOWN	40.2452976	40.2452976
MOUNT POCONO	41.1220987	41.1220987
LA PLATA	-34.9206797	-34.9206797
ELVERTA	38.713791	38.713791
ROCKPORT	28.0205733	28.0205733
WEST LINN	45.3656761	45.3656761
GAMBRILLS	39.0963486	39.0963486
SWEA CITY	43.3847857	43.3847857
MOOREFIELD	39.0623301	39.0623301
TUPELO	34.2576067	34.2576067
BENTON	45.7162129	45.7162129
ARNOLD	38.4226711	38.4226711
VALLEY CITY	46.923313	46.923313
DAVISBORO	32.9790425	32.9790425
FORT MCDOWELL	33.6367105	33.6367105
NORTH BILLERICA	42.5834258	42.5834258
GRUVER	36.2632168	36.2632168
KANE	41.923434	41.923434
SPRING CREEK	40.74672	40.74672
SOUTHBRIDGE	42.0641046	42.0641046
MILES CITY	46.4085273	46.4085273
TARBORO	35.8968236	35.8968236
MARENGO	32.201002	32.201002
SEDALIA	38.7098314	38.7098314
FORDLAND	37.1575501	37.1575501
PORT HADLOCK	48.0317611	48.0317611
MANTUA	45.1692628	45.1692628
PALMETTO	27.5214269	27.5214269
CASTLETON ON HUDSON	42.5308134	42.5308134
KOKOMO	40.4864444	40.4864444
CHANGEWATER	40.7381553	40.7381553
EUCLID	41.5931049	41.5931049
ANKENY	41.7320796	41.7320796
MUSCLE SHOALS	34.7451786	34.7451786
ELBERTA	55.001251	55.001251
GADSDEN	34.010929	34.010929
HAPPY VALLEY	45.428679	45.428679
ELKTON	39.6065073	39.6065073
STACYVILLE	43.4360794	43.4360794
INDIAN ROCKS BEACH	27.891338	27.891338
OLMSTED TWP	41.3767081	41.3767081
LONDON	51.5073219	51.5073219
MERRILLAN	44.4510731	44.4510731
NEWBERG	45.300347	45.300347
TECATE	32.5653831	32.5653831
DUNDEE	56.4605938	56.4605938
LAGUNA HILLS	33.5948758	33.5948758
NEW HARBOR	43.8759162	43.8759162
KINGSVILLE	27.5158689	27.5158689
INDIAN MOUND	30.3660738	30.3660738
TIPTON	41.7697016	41.7697016
LOLO	46.775174	46.775174
QUARRYVILLE	39.897047	39.897047
CROMWELL	41.0398827	41.0398827
TELLURIDE	37.9374939	37.9374939
TOWNVILLE	41.677835	41.677835
LAKE GENEVA	42.5916836	42.5916836
TULLAHOMA	35.3620235	35.3620235
TOANO	44.376357	44.376357
SAN BENITO	36.6248089	36.6248089
ARKPORT	42.3945133	42.3945133
CROWNSVILLE	39.0197327	39.0197327
MC KEES ROCKS	40.4656244	40.4656244
MIAMI SHORES	25.8631515	25.8631515
LA GRANGE	47.2820623	47.2820623
HIGHMORE	44.521373	44.521373
PENOBSCOT	44.4645203	44.4645203
DIBERVILLE	30.634672	30.634672
PEARL RIVER	41.0553885	41.0553885
DOERUN	31.3196267	31.3196267
COLONIAL HEIGHTS	37.2555718	37.2555718
WARNER ROBINS	32.6200973	32.6200973
PORT ORCHARD	47.5209144	47.5209144
NEW HARMONY	38.129656	38.129656
SPRING HOPE	35.9451536	35.9451536
NORTH OLMSTED	41.4156025	41.4156025
PEARL CITY	42.265297	42.265297
BAYVILLE	40.9106541	40.9106541
WEST RICHLAND	46.3003915	46.3003915
SILVERTON	34.4713299	34.4713299
LAMPASAS	31.1761363	31.1761363
HAZEL CREST	41.571713	41.571713
AYDEN	35.4726626	35.4726626
ALTA LOMA	34.122887	34.122887
VERNONIA	45.8587229	45.8587229
CARLETON	45.1723117	45.1723117
KENMORE	47.7573202	47.7573202
POTEAU	35.0568053	35.0568053
GLEN CARBON	38.7483814	38.7483814
SALAMANCA	40.9651572	40.9651572
WARFORDSBURG	39.7517573	39.7517573
BENTON CITY	39.1344837	39.1344837
OKEMAH	35.4325854	35.4325854
RANCHO SANTA MARGARI	nan	nan
SWANSEA	51.6195955	51.6195955
WHITE RIVER	43.8198998	43.8198998
LINCOLN PARK	42.2505943	42.2505943
EAST PALO ALTO	37.4688273	37.4688273
ROYSTON	52.0472741	52.0472741
GAUTIER	30.385755	30.385755
SEARCHLIGHT	35.481282	35.481282
MORRILTON	35.154026	35.154026
PORT HUENEME	34.1477558	34.1477558
FANWOOD	40.6409555	40.6409555
SPLENDORA	30.2329914	30.2329914
GUAYNABO	18.3581491	18.3581491
BLAIRSVILLE	34.8759067	34.8759067
SOUTH DENNIS	41.6895552	41.6895552
YARMOUTH	43.8372648	43.8372648
BEAVER	38.3335694	38.3335694
OREFIELD	40.6348182	40.6348182
FONTANA DAM	35.4521843	35.4521843
BESSEMER	33.4017766	33.4017766
SHELL BEACH	35.1552532	35.1552532
KEW GARDENS	51.4781261	51.4781261
NEW ROADS	30.693706	30.693706
ELLSWORTH	38.6942009	38.6942009
ELMER CITY	47.9979311	47.9979311
ROMA	41.8933203	41.8933203
ESSINGTON	52.6330408	52.6330408
GIBSONIA	40.6300671	40.6300671
SETAUKET	40.9355473	40.9355473
BALDWIN	30.5677527	30.5677527
TYLERTOWN	31.1160119	31.1160119
PALESTINE	31.46242095	31.46242095
DEPEW	35.8028493	35.8028493
GREENCASTLE	39.6444898	39.6444898
MANISTEE	44.3308044	44.3308044
HOGANSBURG	44.9739364	44.9739364
LINCOLNDALE	41.3337525	41.3337525
SHELL ROCK	42.7109868	42.7109868
ARVERNE	40.5934173	40.5934173
WINDERMERE	54.3794828	54.3794828
BECHTELSVILLE	40.3734298	40.3734298
WESTFIELD	42.1390327	42.1390327
MADISONVILLE	37.3280037	37.3280037
CORALVILLE	41.6759977	41.6759977
MELISSA	33.2862455	33.2862455
RIVERWOODS	42.1676068	42.1676068
EAST PALATKA	29.652377	29.652377
BURKEVILLE	37.1876529	37.1876529
RED OAK	41.0095189	41.0095189
LAMAR	33.6383552	33.6383552
EDNA	28.9772626	28.9772626
SEARCY	35.9018987	35.9018987
FAIRPORT	37.8334638	37.8334638
LACONIA	43.5278546	43.5278546
PUNTA GORDA	26.9297836	26.9297836
POWELL BUTTE	45.4870645	45.4870645
MERRILL	40.7690057	40.7690057
MOUNT CLEMENS	42.5972563	42.5972563
WAUCHULA	27.5472589	27.5472589
DEFIANCE	41.8240937	41.8240937
EAST PATCHOGUE	40.7698599	40.7698599
BROWNS VALLEY	45.595239	45.595239
MELFA	37.6492986	37.6492986
TOWANDA	40.5639242	40.5639242
LENOIR	35.9140196	35.9140196
DELL RAPIDS	43.826084	43.826084
OKEENE	36.116148	36.116148
NORTH SPRINGFIELD	38.8022585	38.8022585
APTOS	36.993645	36.993645
MAPLE SHADE	39.9526127	39.9526127
UPPERVILLE	38.9939977	38.9939977
DEFOREST	43.2477691	43.2477691
HAZLEHURST	31.8696309	31.8696309
CHIPLEY	30.7818584	30.7818584
GLENN DALE	38.9835145	38.9835145
RICHMOND HEIGHTS	41.552829	41.552829
GARDNER	42.5823564	42.5823564
VOLO	42.3261332	42.3261332
KELSEYVILLE	38.9779531	38.9779531
WYCKOFF	41.0095417	41.0095417
HARRODSBURG	37.762298	37.762298
GILLESPIE	30.2954086	30.2954086
MC GAHEYSVILLE	nan	nan
ESTANCIA	-11.2682255	-11.2682255
NORTH WALES	40.2112216	40.2112216
MONTARA	37.5494205	37.5494205
JUNO BEACH	49.3364567	49.3364567
MUNSTER	52.3076216	52.3076216
PALOS HILLS	41.6966397	41.6966397
NEW CUMBERLAND	40.4967329	40.4967329
COPPEROPOLIS	37.941764	37.941764
KRUM	33.2618362	33.2618362
MIDDLE VILLAGE	40.71821565	40.71821565
HOPKINTON	42.344072	42.344072
COMSTOCK PARK	43.0342874	43.0342874
EAST EARL	40.1100978	40.1100978
SYKESVILLE	39.365992	39.365992
MILLEDGEVILLE	33.0801429	33.0801429
STERRETT	32.4740282	32.4740282
SHUMWAY	40.6968421	40.6968421
WORLAND	44.0168463	44.0168463
MCKINLEYVILLE	40.966005	40.966005
HERKIMER	43.4911326	43.4911326
FAIRLESS HILLS	40.1795537	40.1795537
PLACERVILLE	38.7296252	38.7296252
HERSHEY	40.2850285	40.2850285
SUNRIVER	43.8839966	43.8839966
FOREST HILLS	38.2153476	38.2153476
SWEET HOME	44.3976247	44.3976247
STUTTGART	48.7784485	48.7784485
NORTH BETHESDA	39.04064995	39.04064995
FORT IRWIN	35.3833955	35.3833955
WRIGHTSVILLE	32.7293279	32.7293279
LAKEWOOD RANCH	27.4091912	27.4091912
ANNISTON	33.6624824	33.6624824
OLD BETHPAGE	40.758239	40.758239
LOS LUNAS	34.8142093	34.8142093
BLAKELY	31.3773475	31.3773475
SNYDER	32.7180803	32.7180803
MANNFORD	36.1324025	36.1324025
BARBERTON	41.012833	41.012833
WEST PLAINS	36.7281652	36.7281652
MORA	39.683248	39.683248
DANA POINT	33.4669721	33.4669721
FLORISSANT	38.7919683	38.7919683
PORTALES	34.1861922	34.1861922
DIKE	42.4640851	42.4640851
WOODVILLE	34.6278654	34.6278654
PALO PINTO	32.7215726	32.7215726
JENNINGS	38.719184	38.719184
NEOSHO	37.5566345	37.5566345
OAKMONT	40.5217347	40.5217347
ATWATER	45.1363343	45.1363343
EMMAUS	40.53668815	40.53668815
RAVENNA	44.3640607	44.3640607
FAYETTE	29.8381635	29.8381635
STONEWALL	33.1571742	33.1571742
SENECA	41.3107161	41.3107161
NEW GLARUS	42.8144683	42.8144683
ALLISONIA	36.9392893	36.9392893
BATESVILLE	35.769799	35.769799
NEWFOUNDLAND	49.12120935	49.12120935
WINTERVILLE	33.9670589	33.9670589
PENNINGTON GAP	36.7584219	36.7584219
CHARDON	41.5824944	41.5824944
PINE BLUFF	34.2157064	34.2157064
GIBSONTON	27.82826	27.82826
FITCHBURG	42.5903661	42.5903661
SOUTHINGTON	41.6005435	41.6005435
WHITE MARSH	39.3836709	39.3836709
EVANSTON	42.0447388	42.0447388
CHANHASSEN	44.8618403	44.8618403
ROUND LAKE	43.5405195	43.5405195
HOMEWOOD	41.5573283	41.5573283
PORT JEFF STA	nan	nan
GREENUP	38.5731349	38.5731349
DERRY	54.9978678	54.9978678
KILL DEVIL HILLS	36.0321186	36.0321186
ERLANGER	39.0167275	39.0167275
ARREY	32.8487014	32.8487014
FRANKSVILLE	42.7600188	42.7600188
ASH FORK	35.216333	35.216333
JARVISBURG	36.202939	36.202939
PUNXSUTAWNEY	40.9436303	40.9436303
BEACHWOOD	41.464498	41.464498
GLEN HEAD	40.84347855	40.84347855
COPAN	-23.54659435	-23.54659435
SADDLE RIVER	41.0317637	41.0317637
GOUVERNEUR	44.336864	44.336864
APPLE VALLEY	44.7319094	44.7319094
WEAVERVILLE	40.756494	40.756494
GOODLETTSVILLE	36.3349115	36.3349115
MARSEILLES	41.3308666	41.3308666
SUMMERDALE	30.4876954	30.4876954
CHAPARRAL	3.7245851	3.7245851
ELLWOOD CITY	40.8617303	40.8617303
SCHENECTADY	42.8142432	42.8142432
HILLSVILLE	36.7626282	36.7626282
ALPINE	38.5893934	38.5893934
GYPSUM	38.7055591	38.7055591
ROMEOVILLE	41.6475306	41.6475306
HERTFORD	51.7957409	51.7957409
HUMBOLDT	40.5997415	40.5997415
AINSWORTH	41.2889125	41.2889125
WEST BERLIN	44.0742673	44.0742673
NASHPORT	40.0706231	40.0706231
GREEN BANK	38.4330645	38.4330645
RUTHERFORD	40.826489	40.826489
MINERVA	40.7297817	40.7297817
FROSTBURG	39.6581425	39.6581425
NEEDHAM	31.9868295	31.9868295
LAVON	33.0276193	33.0276193
MADRAS	13.0836939	13.0836939
RADNOR	40.0463001	40.0463001
CHELTENHAM	51.8995685	51.8995685
LUDINGTON	43.9555406	43.9555406
CHESTNUT HILL	42.3306529	42.3306529
LA SALLE	28.3391148	28.3391148
LILLINGTON	50.90220945	50.90220945
VAUGHN	34.6080385	34.6080385
PORT NECHES	29.9913244	29.9913244
TROOPER	40.1498283	40.1498283
SOUTH AMBOY	40.4821114	40.4821114
BORDENTOWN	40.1462213	40.1462213
MILLIKEN	43.8190311	43.8190311
MARATHON	42.8614141	42.8614141
OWASSO	36.2659698	36.2659698
JENNERSTOWN	40.1597979	40.1597979
EASTBROOK	51.4378361	51.4378361
ENOCH	37.7733096	37.7733096
PALM BEACH	26.6279798	26.6279798
MONONA	42.0218737	42.0218737
SUNSET BEACH	54.7423237	54.7423237
CANYON LAKE	33.6836539	33.6836539
OAKTON	38.896729	38.896729
FORT DODGE	42.5044017	42.5044017
WITTMANN	33.7733775	33.7733775
HEBER	40.5043831	40.5043831
PROSPECT PARK	40.6617743	40.6617743
DOWNS	40.39698	40.39698
OAKLYN	39.9009465	39.9009465
MALABAR	27.9869722	27.9869722
PALM BEACH GARDENS	26.8233946	26.8233946
BURKE	48.7882181	48.7882181
SCARSDALE	40.988656	40.988656
SOUTH EASTON	40.6798211	40.6798211
LAKEPORT	39.0429506	39.0429506
BUCKEYE	33.3703197	33.3703197
ELMONT	40.70353975	40.70353975
WELCH	37.4328886	37.4328886
MINERAL RIDGE	41.1420339	41.1420339
TUSKEGEE	32.4240286	32.4240286
WELLESLEY	42.2964859	42.2964859
CASSVILLE	36.6770111	36.6770111
SCHAGHTICOKE	42.9000773	42.9000773
UVALDE	29.300357	29.300357
FAIRDALE	48.4908325	48.4908325
DOUGLASSVILLE	40.2578714	40.2578714
ATHERTON	37.453773	37.453773
MASSILLON	40.7965119	40.7965119
PAVILION	42.172267	42.172267
MULBERRY	37.5569911	37.5569911
CRIDERSVILLE	40.6542165	40.6542165
VERMILION	40.1749809	40.1749809
AVOCA	41.48126205	41.48126205
KENTWOOD	42.8694731	42.8694731
BELLWOOD	41.8814197	41.8814197
YULEE	30.627848	30.627848
AUMSVILLE	44.8409548	44.8409548
CENTRAL ISLIP	40.78102005	40.78102005
BISBEE	31.4481547	31.4481547
JETERSVILLE	37.2943183	37.2943183
MAPLE HEIGHTS	41.4153313	41.4153313
OSAGE CITY	38.6338982	38.6338982
WYANDOTTE	39.1090458	39.1090458
DEER CREEK	40.6298648	40.6298648
MC DAVID	38.0685317	38.0685317
GRIDLEY	39.3637773	39.3637773
GRAND RIDGE	41.236138	41.236138
DUMAS	35.8583842	35.8583842
ODON	40.884255	40.884255
LADY LAKE	28.9174855	28.9174855
LITITZ	40.1571252	40.1571252
WILLITS	39.4096043	39.4096043
GALLITZIN	40.482293	40.482293
BLUEFIELD	37.2698395	37.2698395
ESCANABA	45.7455707	45.7455707
SKILLMAN	40.4201055	40.4201055
MONONGAHELA	40.2031265	40.2031265
TOOELE	40.4062872	40.4062872
GLEN	42.8943993	42.8943993
TOMAH	43.978576	43.978576
RED WING	44.5624676	44.5624676
MAINEVILLE	39.315134	39.315134
FOSSTON	47.5763481	47.5763481
LECOMPTE	31.0946327	31.0946327
WILLIAMSTOWN	38.6381245	38.6381245
CHESTER SPRINGS	40.0951038	40.0951038
MERRIMACK	42.8650864	42.8650864
SAUK VILLAGE	41.4883685	41.4883685
SANTA MARGARITA	12.0379945	12.0379945
FISHKILL	41.5355745	41.5355745
LEITCHFIELD	37.4801693	37.4801693
STANARDSVILLE	38.2973519	38.2973519
ORLAND	39.7471106	39.7471106
PENNSBURG	40.3909328	40.3909328
HIGGANUM	41.4855475	41.4855475
ISLAND PARK	40.6042705	40.6042705
APOLLO BEACH	27.7729445	27.7729445
ALLISON PARK	40.5584013	40.5584013
KALAMA	49.3780921	49.3780921
PLAYA VISTA	33.9760102	33.9760102
CHUCKEY	36.2159371	36.2159371
MACY	42.1131076	42.1131076
SOUTH DAYTONA	29.1658158	29.1658158
DEXTER	41.5165588	41.5165588
RANTOUL	40.3083672	40.3083672
LINTON	46.266657	46.266657
TAYLOR RIDGE	41.3866997	41.3866997
FOWLERVILLE	42.6605894	42.6605894
FREEBURG	38.4275499	38.4275499
BAKER	0.1955757	0.1955757
OSCEOLA	28.0443842	28.0443842
ONARGA	40.715035	40.715035
RAINBOW CITY	33.9549152	33.9549152
BREWERTON	43.2381242	43.2381242
HANOVER PARK	41.9994722	41.9994722
ROXOBEL	36.2029338	36.2029338
RIO HONDO	26.2353516	26.2353516
MINT HILL	35.1735388	35.1735388
SUISUN CITY	38.24582825	38.24582825
RAYMOND	46.9707059	46.9707059
HERMON	44.467356	44.467356
SOUTH MIAMI	25.7076017	25.7076017
RAYVILLE	39.348342	39.348342
AUDUBON	41.670205	41.670205
CEDAR KNOLLS	40.8220442	40.8220442
TAFT	35.1424671	35.1424671
MONTVILLE	49.5479845	49.5479845
NEW PALTZ	41.7464972	41.7464972
WINNETKA	42.1080703	42.1080703
ORONO	44.883607	44.883607
GROVES	29.9482695	29.9482695
COOPER CITY	26.057783	26.057783
SATSUMA	30.853241	30.853241
MARINE CITY	42.719777	42.719777
DUNN	47.30612	47.30612
GRANTSVILLE	38.9234195	38.9234195
BARBOURSVILLE	38.4095298	38.4095298
FLEETWOOD	53.9224847	53.9224847
LUNENBURG	44.3774954	44.3774954
SOMONAUK	41.6336413	41.6336413
PITTSBORO	35.72757045	35.72757045
HALEYVILLE	34.226488	34.226488
OKAHUMPKA	28.745642	28.745642
FURLONG	40.2962179	40.2962179
DEVON	50.7241405	50.7241405
YORK SPRINGS	40.0089827	40.0089827
SHAVER LAKE	37.09684	37.09684
HOMER GLEN	41.6000318	41.6000318
COMMERCE TOWNSHIP	42.56945925	42.56945925
DEVILLE	49.8758782	49.8758782
MAPLE LAKE	45.229132	45.229132
ADAIRSVILLE	34.3683267	34.3683267
OLD LYME	41.3159315	41.3159315
WRIGHT CITY	38.8275491	38.8275491
WEST HEMPSTEAD	40.69758005	40.69758005
CARNATION	47.6475134	47.6475134
MARSHFIELD	44.6688524	44.6688524
FINLEY	47.5141578	47.5141578
ROCK RAPIDS	43.4303235	43.4303235
COBBTOWN	32.2804623	32.2804623
ARNAUDVILLE	30.3976485	30.3976485
BOLIVIA	-17.0568696	-17.0568696
BOONE	42.321246	42.321246
SOUTH THOMASTON	44.0514702	44.0514702
GALLATIN GATEWAY	45.5916111	45.5916111
PENNGROVE	38.2996376	38.2996376
SANBORN	44.0089691	44.0089691
PENFIELD	43.1301133	43.1301133
LEAKESVILLE	31.1557373	31.1557373
EAST FALMOUTH	41.5784425	41.5784425
GRAND BLANC	42.9275277	42.9275277
REDBY	47.8787259	47.8787259
